establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
A-38-4-0041000;Callao Garden;Extrahotelera;Apartamento;Tres Estrellas;C/. El Jable, 39;Tenerife;Santa Cruz De Tenerife;Adeje;Callao Salvaje;38670;219;486;-16.778861;28.13059
A-38-4-0041200;Parque Atlanta;Extrahotelera;Apartamento;Tres Estrellas;Gran Canaria, 2 (Urb. Guacimara), 2;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;46;134;-16.542552;28.40644
A-38-4-0041400;Sueño Azul;Extrahotelera;Apartamento;2 Llaves;Sueño Azul Urb. (Callao Salvaje),;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38670;31;186;-16.78337;28.131784
A-38-4-0041500;Claveles, Los;Extrahotelera;Apartamento;2 Llaves;Asomada De Los Cere, S/N,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;105;370;-16.707245;28.055848
A-38-4-0041700;Tigaiga Suites;Extrahotelera;Apartamento;Tres Estrellas;C/. Camino Del Coche, 7;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;34;103;-16.55038;28.409604
A-38-4-0042100;The Suites At Beverly Hills Heights;Extrahotelera;Apartamento;Tres Estrellas;C/. Sierra Nevada, 1 (Urb. Oasis Del Sur), 1;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;110;474;-16.705082;28.051881
A-38-4-0042200;Playaolid;Extrahotelera;Apartamento;Tres Estrellas;Avda. Ernesto Sarti, 18 (Urb. Torviscas),;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;202;587;-16.730461;28.086069
A-38-4-0042300;Wyndham Residences Golf Del Sur;Extrahotelera;Apartamento;2 Llaves;C/. Francisco Schumann, S/N.,;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38639;106;430;-16.61002;28.02873
A-38-4-0042500;Royal Sunset Beach Club;Extrahotelera;Apartamento;_U;_U;Tenerife;Santa Cruz De Tenerife;Adeje;Fañabe;38660;126;294;-16.734388;28.087083
A-38-4-0042900;Sunset View;Extrahotelera;Apartamento;_U;_U;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38620;74;158;-16.601973;28.029116
A-38-4-0043100;Parque Santiago Iv;Extrahotelera;Apartamento;Tres Estrellas;Avda. De Las Americas, S/N.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;256;669;-16.735096;28.055501
A-38-4-0043200;Vistasur;Extrahotelera;Apartamento;Tres Estrellas;De Las Americas, 10, Avda.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;59;215;-16.727109;28.05321
A-38-4-0043400;Olivos, Los;Extrahotelera;Apartamento;Tres Estrellas;C/. Paris (Urb. Playa Fañabe), 1;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38670;187;511;-16.736814;28.087641
A-38-4-0043600;Puerto Colon;Extrahotelera;Apartamento;Tres Estrellas;Puerto Colon. San Eugenio,;Tenerife;Santa Cruz De Tenerife;Adeje;San Eugenio;38660;20;68;-16.73582;28.077559
A-38-4-0043700;Mar-Ola Park;Extrahotelera;Apartamento;2 Llaves;Avda. Antonio Dominguez, 17;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;72;148;-16.7282;28.05688
A-38-4-0044100;The Suites At The Mirage;Extrahotelera;Apartamento;1 Llave;Oasis Del Sur  Urb. ,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;335;1125;-16.703197;28.052674
A-38-4-0044200;Ramada Residences By Wyndham Costa Adeje;Extrahotelera;Apartamento;2 Llaves;C/. Galicia (Urb. Torviscas Alto), 6;Tenerife;Santa Cruz De Tenerife;Adeje;Torviscas;38660;181;631;-16.72327;28.08733
A-38-4-0044300;Carabela Ii, La;Extrahotelera;Apartamento;Cuatro Estrellas;C/. Richard J. Yeoward, 1;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;31;65;-16.539636;28.413776
A-38-4-0044600;Costa Silencio-Westhaven Bay;Extrahotelera;Apartamento;1 Llave;De La T, 15,;Tenerife;Santa Cruz De Tenerife;Arona;Galletas (Las);38000;25;91;-16.64651;28.005346
A-38-4-0044700;Coral Dreams;Extrahotelera;Apartamento;Tres Estrellas;Avda. V Centenario, 7;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38660;49;98;-16.728693;28.067844
A-38-4-0044800;Whala! Tenerife;Extrahotelera;Apartamento;1 Llave;Antonio Dominguez, 20- Avda.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38000;76;189;-16.72336;28.057056
A-38-4-0044900;Castle Harbour;Extrahotelera;Apartamento;Tres Estrellas;Avda. San Francisco, S/N. (Urb. Oasis Del Sur),;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38000;183;424;-16.7047;28.05552
A-38-4-0045000;Parque Santiago Ii-Pinacle;Extrahotelera;Apartamento;1 Llave;Maritima Avda.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;67;297;-16.733335;28.05993
A-38-4-0045100;Bahia Fañabe Suites;Extrahotelera;Apartamento;Tres Estrellas;Avda. Bruselas (Playa De Fañabe), 7;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38660;80;320;-16.734117;28.088378
A-38-4-0045200;Bellamar;Extrahotelera;Apartamento;1 Llave;Rafael Gonzalez Vernetta, S/N., S/N;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Bajamar;38000;41;197;0;0
A-38-4-0045300;Club La Mar;Extrahotelera;Apartamento;1 Llave;Maritima, 25  Avda. - ( Urb. Costa Salvaje), 25;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Santiago Del Teide;38400;38;187;-16.840899;28.233389
A-38-4-0045400;Costa Adeje Gardens;Extrahotelera;Apartamento;1 Llave;Urb. San Eugenio Alto, Parcela 54 ,;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38670;49;175;-16.731803;28.077376
A-38-4-0046200;Palia Don Pedro;Extrahotelera;Apartamento;Tres Estrellas;C/. Hercules (Urb. Ten-Bel), 3;Tenerife;Santa Cruz De Tenerife;Arona;Costa Del Silencio;38640;141;292;-16.6459;28.00819
A-38-4-0046300;Primavera;Extrahotelera;Apartamento;Tres Estrellas;Ten-Bel Urb.,;Tenerife;Santa Cruz De Tenerife;Arona;Costa Del Silencio;38640;267;797;-16.651983;28.011453
A-38-4-0046400;Eureka;Extrahotelera;Apartamento;2 Llaves;Ten-Bel Urb.,;Tenerife;Santa Cruz De Tenerife;Arona;Costa Del Silencio;38640;99;230;-16.647895;28.01112
A-38-4-0046500;Alborada Ocean Club;Extrahotelera;Apartamento;_U;_U;Tenerife;Santa Cruz De Tenerife;Arona;Galletas (Las);38640;305;927;-16.652731;28.008648
A-38-4-0046600;Los Alisios;Extrahotelera;Apartamento;Tres Estrellas;Ctra. Tf-655 Los Cristianos-Guaza, S/N. (Urb. Los Alisios) Somada De Los Eres ,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38640;90;289;-16.70515;28.05657
A-38-4-0046700;Bahia Colon;Extrahotelera;Apartamento;2 Llaves;La Paloma, 9, 6;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;9;35;-16.718705;28.051463
A-38-4-0047200;El Chaparral - Avanti;Extrahotelera;Apartamento;1 Llave;Avda. Alfonso Tavio, S/N -  Costa Del Silencio,;Tenerife;Santa Cruz De Tenerife;Arona;Arona;38000;4;9;-16.64701;28.01179
A-38-4-0047300;Playazul Ii;Extrahotelera;Apartamento;2 Llaves;C/. Arquitecto Gomez Cuesta, 6;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;89;285;-16.728784;28.065578
A-38-4-0047600;Dragos, Los;Extrahotelera;Apartamento;Tres Estrellas;Parque Las Flores, 1 -  Urb. - Camino San Antonio, S/N;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38000;24;93;-16.551856;28.406758
A-38-4-0047700;Ohasis Boutique Suites;Extrahotelera;Apartamento;Tres Estrellas;Avda. San Francisco (Somada De Los Eres), 15;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;90;360;-16.70461;28.055832
A-38-4-0047900;Casa Maria;Extrahotelera;Apartamento;2 Llaves;C/. La Cueva (Las Cuevecitas), 22;Tenerife;Santa Cruz De Tenerife;Candelaria;Cuevecitas (Las);38000;9;30;-16.357739;28.39998
A-38-4-0048200;Colon Ii;Extrahotelera;Apartamento;Tres Estrellas;Rafael Puig , 13 , Avda., 13;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38000;89;235;-16.73111;28.061404
A-38-4-0048500;Sunflower Ii;Extrahotelera;Apartamento;1 Llave;C/. Natero (Urb. Punta Negra) , 3;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Santiago Del Teide;38683;60;204;-16.84162;28.228188
A-38-4-0048600;Bambi;Extrahotelera;Apartamento;1 Llave;Enrique Talg, 15, 15;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;41;82;-16.545345;28.416466
A-38-4-0048700;Laguna Park 2-Costa Laguna;Extrahotelera;Apartamento;2 Llaves;C/. Pais Vasco , 1;Tenerife;Santa Cruz De Tenerife;Adeje;Torviscas;38670;303;608;-16.726284;28.082915
A-38-4-0048800;Ocean Boulevard;Extrahotelera;Apartamento;1 Llave;Golf Del Sur Urb.,;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38620;31;186;-16.60954;28.03347
A-38-4-0048900;Playa Flor;Extrahotelera;Apartamento;1 Llave;Avda. Rafael Puig Lluvina , 3;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38670;23;69;-16.731213;28.065893
A-38-4-0049100;Klayman Diamond Aparthotel;Extrahotelera;Apartamento;1 Llave;C/. Tabaiba, 5-7;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Acantilados De Los Gigantes;38686;30;67;-16.838736;28.245438
A-38-4-0049400;Casa San Miguel;Extrahotelera;Apartamento;1 Llave;Garañaña, La, 39 - Zona 2,;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;San Miguel De Abona;38000;6;21;-16.614245;28.095519
A-38-4-0049500;Vigilia Park;Extrahotelera;Apartamento;2 Llaves;Avda. V Centenario, 58;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Puerto De Santiago;38683;109;414;-16.840853;28.23958
A-38-4-0049800;Colonial Parque Los Gigantes;Extrahotelera;Apartamento;1 Llave;Jose Gonzalez Fortes, 73,  Avd., S/N;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Acantilados De Los Gigantes;38683;36;113;-16.837174;28.240846
A-38-4-0049900;Alondras Park;Extrahotelera;Apartamento;2 Llaves;Jose Tavio, Avda., S/N,;Tenerife;Santa Cruz De Tenerife;Arona;Costa Del Silencio;38660;77;277;-16.64859;28.01236
A-38-4-0050000;Cardones, Los;Extrahotelera;Apartamento;2 Llaves;Avda. Rafael Puig Llivina, S/N.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;38;113;-16.732015;28.06543
A-38-4-0050100;Paradise Court;Extrahotelera;Apartamento;2 Llaves;Irlanda, 5  -  San Eugenio, Urb.,;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38670;21;67;-16.722843;28.08247
A-38-4-0050300;Sol Mar;Extrahotelera;Apartamento;1 Llave;Las Leandras, S/N;Tenerife;Santa Cruz De Tenerife;Arona;Arona;38000;22;52;-16.719646;28.050973
A-38-4-0050400;Royal Tenerife Country Club;Extrahotelera;Apartamento;_U;_U;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38620;93;509;-16.608732;28.035797
A-38-4-0050900;Don Jose;Extrahotelera;Apartamento;1 Llave;Maria Amalia Frias, 2,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38660;28;103;-16.718249;28.051205
A-38-4-0051000;Lago;Extrahotelera;Apartamento;1 Llave;General Puerto Santiago, Ctra., 36,;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Santiago Del Teide;38000;35;113;-16.842391;28.237923
A-38-4-0051400;Adelfas, Las;Extrahotelera;Apartamento;1 Llave;Golf Del Sur, Urb. El Guincho,;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;Golf Del Sur;38620;45;175;-16.609496;28.034084
A-38-4-0053300;Golf Resort;Extrahotelera;Apartamento;Tres Estrellas;Meandro, 3,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38000;51;203;-16.713225;28.063211
A-38-4-0053500;Playa De Los Roques;Extrahotelera;Apartamento;Tres Estrellas;Cañaveras, S/N Urb. Romantica Ii,;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38410;69;178;-16.576792;28.404201
A-38-4-0053600;Royal Sun;Extrahotelera;Apartamento;Cuatro Estrellas;C/. Geranio, 6;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Acantilados De Los Gigantes;38690;120;312;-16.838153;28.245131
A-38-4-0054100;Route Active;Extrahotelera;Apartamento;1 Llave;C/. La Longuera, 112;Tenerife;Santa Cruz De Tenerife;Los Realejos;Realejos (Los);38417;80;160;-16.58137;28.39649
A-38-4-0054400;Alua Tenerife;Extrahotelera;Apartamento;1 Llave;C/. Antonio Ruiz Alvarez (Urb. Tuquesa Playa), 7;Tenerife;Santa Cruz De Tenerife;Puerto De La Cruz;Puerto De La Cruz;38400;50;100;-16.557844;28.410517
A-38-4-0054600;Green Golf Resort;Extrahotelera;Apartamento;Cuatro Estrellas;C/. Landa (Campo De Golf Las Americas), 1;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38650;121;325;-16.718451;28.062442
A-38-4-0055000;Saint George;Extrahotelera;Apartamento;Tres Estrellas;Avda. Finlandia, 5;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;104;248;-16.72295;28.0563
A-38-4-0055300;Oasis Golf Resort;Extrahotelera;Apartamento;Cuatro Estrellas;C/. Meandro, 3;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38650;206;489;-16.713225;28.063211
A-38-4-0055400;Compostela Beach Golf Ii;Extrahotelera;Apartamento;Tres Estrellas;_U;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;156;326;0;0
A-38-4-0056000;Callaomar;Extrahotelera;Apartamento;1 Llave;La Laja, 37, S/N;Tenerife;Santa Cruz De Tenerife;Adeje;Callao Salvaje;38000;15;30;-16.77603;28.12978
A-38-4-0056900;Albatros Apartments By Malibu;Extrahotelera;Apartamento;1 Llave;El Jable, 42 Urb. Callao Salvaje,;Tenerife;Santa Cruz De Tenerife;Adeje;Callao Salvaje;38678;28;68;-16.783135;28.129079
A-38-4-0057100;Granada Park;Extrahotelera;Apartamento;Tres Estrellas;C/. Meandro, 2,;Tenerife;Santa Cruz De Tenerife;Arona;Cristianos (Los);38000;175;388;-16.713536;28.062277
A-38-4-0057200;Oro Verde;Extrahotelera;Apartamento;1 Llave;Avda. Ernesto Sarti, S/N (Parcela B-6),;Tenerife;Santa Cruz De Tenerife;Adeje;Torviscas;38000;93;317;-16.73174;28.0853
A-38-4-0057300;Baobab Domains;Extrahotelera;Apartamento;Cinco Estrellas;C/. Roques Del Salmor, 5;Tenerife;Santa Cruz De Tenerife;Adeje;Costa Adeje;38679;125;330;-16.74063;28.09576
A-38-4-0058000;Panoramica;Extrahotelera;Apartamento;Tres Estrellas;C/. Baleares, 17;Tenerife;Santa Cruz De Tenerife;Adeje;Torviscas;38000;90;180;-16.720026;28.085315
A-38-4-0058100;Aluasun Atlantico Golf;Extrahotelera;Apartamento;Tres Estrellas;Avda Del Atlantico (Urb. Golf Del Sur), 7;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;San Miguel De Abona;38620;160;320;-16.609444;28.024342
A-38-4-0058300;El Marques Palace;Extrahotelera;Apartamento;_U;_U;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Puerto De Santiago;38683;63;234;0;0
A-38-4-0058500;Villamandi Golf Resort;Extrahotelera;Apartamento;Cinco Estrellas;C/. Laderas Del Espejo (Campo De Golf), 7;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;108;218;-16.71569;28.061326
A-38-4-0059600;Borinquen;Extrahotelera;Apartamento;2 Llaves;Venezuela, 14 - Avda.,;Tenerife;Santa Cruz De Tenerife;Adeje;Playa De Las Americas;38660;62;128;-16.728971;28.072061
A-38-4-0059700;Paradero Ii;Extrahotelera;Apartamento;1 Llave;C/. Arquitecto Gomez Cuesta, S/N.,;Tenerife;Santa Cruz De Tenerife;Arona;Playa De Las Americas (Arona);38660;60;120;-16.72725;28.06443
A-38-4-0060001;Wally;Extrahotelera;Vivienda Turistica;Categoria Unica;El Medano, S/N., S/N;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Medano (El);38600;3;6;-16.542037;28.051429
A-38-4-0060002;David;Extrahotelera;Vivienda Turistica;Categoria Unica;Chalet 121 De Sueño Azul,;Tenerife;Santa Cruz De Tenerife;Adeje;Callao Salvaje;38600;2;4;0;0
A-38-4-0060005;Finca Los Perales;Extrahotelera;Vivienda Turistica;Categoria Unica;General Del Norte, 1 Ctra. (El Ramal),;Tenerife;Santa Cruz De Tenerife;La Orotava;Orotava (La);38300;2;4;0;0
A-38-4-0060011;Cho Pinito Cruz;Extrahotelera;Vivienda Turistica;Categoria Unica;Cmno. Del Centro, 1,;Tenerife;Santa Cruz De Tenerife;El Rosario;Rosas (Las);38291;4;7;-16.364176;28.437759
A-38-4-0060013;Casa Amarilla;Extrahotelera;Vivienda Turistica;Categoria Unica;La Caleta De Interian ,;Tenerife;Santa Cruz De Tenerife;Los Silos;Silos (Los);38470;4;10;-16.795956;28.375436
A-38-4-0060015;Casa Ca Cho Pedro;Extrahotelera;Vivienda Turistica;Categoria Unica;Pista Militar, 15, 15;Tenerife;Santa Cruz De Tenerife;Santa Cruz Tenerife;San Andres;38000;2;6;-16.24326;28.483463
A-38-4-0060017;Casa Los Escalones;Extrahotelera;Vivienda Turistica;Categoria Unica;General La Escalona, 8 Ctra.,;Tenerife;Santa Cruz De Tenerife;Vilaflor De Chasna;Escalona (La);38000;2;6;-16.665537;28.119035
A-38-4-0060020;Casa Bailon;Extrahotelera;Vivienda Turistica;Categoria Unica;Finca Las Aguilillas Imose,;Tenerife;Santa Cruz De Tenerife;Arico;Arico Viejo;38589;2;3;0;0
A-38-4-0060021;Casa Grillo;Extrahotelera;Vivienda Turistica;Categoria Unica;Callejon El Llano, 6 (El Carmen),;Tenerife;Santa Cruz De Tenerife;Arico;Arico Viejo;38580;2;4;-16.499807;28.163725
A-38-4-0060022;Villa Isabel;Extrahotelera;Vivienda Turistica;Categoria Unica;Nueva, 6, 6;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38000;2;4;-16.479604;28.177327
A-38-4-0060023;Guajara;Extrahotelera;Vivienda Turistica;Categoria Unica;C/ San Bartolome, 7, 7;Tenerife;Santa Cruz De Tenerife;Arico;Rio (El);38593;2;3;-16.522882;28.143537
A-38-4-0060026;Manchada, La;Extrahotelera;Vivienda Turistica;Categoria Unica;Cmno. Garimba (Esq. Atalaya), 2,;Tenerife;Santa Cruz De Tenerife;San Cristobal De La Laguna;Guamasa;38000;2;6;-16.39027;28.50211
A-38-4-0060027;Parrales, Los;Extrahotelera;Apartamento;Categoria Unica;Ctra. Del Tanque, Km. 2.3,;Tenerife;Santa Cruz De Tenerife;Garachico;Cruces (Las);38450;2;4;0;0
A-38-4-0060030;Porte, El;Extrahotelera;Vivienda Turistica;Categoria Unica;Ctra. El Socorro, 358, 212;Tenerife;Santa Cruz De Tenerife;Tegueste;Portezuelo (El);38280;3;7;-16.354244;28.496347
A-38-4-0060031;Plaza, La;Extrahotelera;Vivienda Turistica;Categoria Unica;Vera De Los Cangueros, 4, 4;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38260;3;6;-16.479982;28.178157
A-38-4-0060200;Marques, El;Extrahotelera;Apartamento;1 Llave;C/. Las Rosas, S/N. (Urb. El Marques),;Tenerife;Santa Cruz De Tenerife;Santiago Del Teide;Puerto De Santiago;38683;125;533;-16.839965;28.240303
A-38-4-0060500;The Terraces Of Abama;Extrahotelera;Apartamento;Cinco Estrellas;Ctra. General Tf-47, Km. 9 (Plan Parcial Club De Campo-Fase Iii-Abama),;Tenerife;Santa Cruz De Tenerife;Guia Isora;Abama;38687;97;452;-16.799525;28.171176
A-38-4-0061300;Isla Baja;Extrahotelera;Casa Emblematica;Categoria Unica;C/. Esteban De Ponte, 5,;Tenerife;Santa Cruz De Tenerife;Garachico;Garachico;38450;6;12;-16.765605;28.372883
A-38-4-0062000;Granero, El ;Extrahotelera;Casa Emblematica;Categoria Unica;C/. La Concepcion, 6;Tenerife;Santa Cruz De Tenerife;Adeje;Adeje;38677;2;4;-16.748179;28.157435
A-38-4-0062100;Cantito, El;Extrahotelera;Casa Emblematica;Categoria Unica;Avda. De Las Aguas, 20,;Tenerife;Santa Cruz De Tenerife;San Juan De La Rambla;Aguas (Las);38420;1;3;-16.640563;28.395707
A-38-4-0062200;Viñita, La;Extrahotelera;Casa Emblematica;Categoria Unica;C/ Veinticinco De Julio, 14,;Tenerife;Santa Cruz De Tenerife;Arico;Arico El Nuevo;38589;2;4;-16.476881;28.177335
A-38-4-0062400;Caliborna;Extrahotelera;Casa Emblematica;Categoria Unica;C/ Calvario, Nº1, Esquina San Joaquin,;Tenerife;Santa Cruz De Tenerife;Fasnia;Fasnia;38570;2;4;-16.437918;28.236382
A-38-4-0062600;Casa Musa;Extrahotelera;Apartamento;_U;_U;Tenerife;Santa Cruz De Tenerife;San Juan De La Rambla;San Juan De La Rambla;38420;2;6;0;0
A-38-4-0062700;La Casita Del Muelle;Extrahotelera;Casa Emblematica;Categoria Unica;C/. Perez Zamora, 39, 39;Tenerife;Santa Cruz De Tenerife;Garachico;Garachico;38450;2;4;-16.767372;28.371368
A-38-4-0062800;Casas Bioclimaticas Iter;Extrahotelera;Casa Emblematica;Categoria Unica;Parque Eolico - Polig. Industrial De Granadilla, S/N,;Tenerife;Santa Cruz De Tenerife;Granadilla De Abona;Granadilla De Abona;38600;74;119;-16.509988;28.068156
A-38-4-0063200;Casa Belisaria;Extrahotelera;Casa Emblematica;Categoria Unica;C/. Garañaña, 3,;Tenerife;Santa Cruz De Tenerife;San Miguel De Abona;San Miguel De Abona;38620;4;10;-16.615741;28.098019
A-38-4-0063500;La Casita;Extrahotelera;Casa Emblematica;Categoria Unica;C/ Ateneri, 17, 17;Tenerife;Santa Cruz De Tenerife;Icod De Los Vinos;Vega (La);38430;1;2;-16.735961;28.356815
CR-35-1-0000001;Palmito (El);Extrahotelera;Casa Rural;Categoria Unica;Cardon (El),;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;Cardon (El);35217;1;6;-15.466191;27.993092
CR-35-1-0000002;La Escalerilla;Extrahotelera;Casa Rural;Categoria Unica;San Isidro;Gran Canaria;Palmas (Las);Teror;San Isidro;35338;1;3;-15.56035;28.03233
CR-35-1-0000003;Gallos (Los);Extrahotelera;Casa Rural;Categoria Unica;Enmedio, 06;Gran Canaria;Palmas (Las);Santa Brigida;Santa Brigida;_U;1;4;-15.499456;28.033512
CR-35-1-0000004;Casa Rural Las Rosas A - Casa Rural Las Rosas B;Extrahotelera;Casa Rural;Categoria Unica;Calle El Risco De Agaete;Gran Canaria;Palmas (Las);Agaete;Risco (El);35489;2;10;-15.698835;28.099075
CR-35-1-0000005;Higuera (La);Extrahotelera;Casa Rural;Categoria Unica;Diseminado Risco Prieto, 7;Gran Canaria;Palmas (Las);Vega San Mateo;Lagunetas (Las);35328;1;4;-15.582798;28.013325
CR-35-1-0000006;Longuera (La);Extrahotelera;Casa Rural;Categoria Unica;La Longuera, S/N;Gran Canaria;Palmas (Las);Santa Lucia De Tirajana;Longuera (La);35280;1;5;-15.545319;27.909209
CR-35-1-0000007;Villa Elena;Extrahotelera;Casa Rural;Categoria Unica;Laderon (El), 16;Gran Canaria;Palmas (Las);Valsequillo De Gran Canaria;Vegas (Las);35216;1;6;-15.50108;27.985999
CR-35-1-0000008;Balcon (El);Extrahotelera;Casa Rural;Categoria Unica;Finca Ayala,;Gran Canaria;Palmas (Las);Santa Brigida;Madroñal (El);35308;1;6;-15.524252;28.020561
CR-35-1-0000009;Doramas;Extrahotelera;Casa Rural;Categoria Unica;Barranco Del Pinar, , 17-A;Gran Canaria;Palmas (Las);Moya;Fontanales;35421;1;5;-15.582612;28.087357
CR-35-1-0000010;Mimo (El);Extrahotelera;Casa Rural;Categoria Unica;Arbejas (Las), 38-B,;Gran Canaria;Palmas (Las);Artenara;Arbejas (Las);35350;1;4;-15.637635;28.026854
CR-35-1-0000011;Margaritas (Las);Extrahotelera;Casa Rural;Categoria Unica;Arbejas (Las), 38-A,;Gran Canaria;Palmas (Las);Artenara;Arbejas (Las);35350;1;4;-15.637472;28.026815
CR-35-1-0000012;Lechuza (La);Extrahotelera;Casa Rural;Categoria Unica;Asomada (La),;Gran Canaria;Palmas (Las);Vega San Mateo;Lechuza (La);35329;1;4;-15.54893;28.00279
