establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direccion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
E-35-2-0000049;Marcos;Extrahotelera;Apartamento;2 Llaves;El Cotillo, S/N;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;1;4;-14.010516;28.685116
E-35-2-0000051;Playa;Extrahotelera;Apartamento;2 Llaves;Las Olas Nº 1 Esquina Santiago Hierro,;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;3;14;-14.010743;28.685023
E-35-2-0000052;Perez Rodriguez;Extrahotelera;Apartamento;2 Llaves;Maria Hierro Morales, 6;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;4;8;-14.012149;28.684953
E-35-2-0000054;Franquiz Benitez;Extrahotelera;Apartamento;2 Llaves;El Cotillo,;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;2;6;-14.010516;28.685116
E-35-2-0000056;Pedro;Extrahotelera;Apartamento;2 Llaves;El Cotillo,;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;2;6;-14.010516;28.685116
E-35-2-0000058;Mesa Perez;Extrahotelera;Apartamento;2 Llaves;Avda. De Los Lagos, Nº 13,;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;2;8;-14.009887;28.684209
E-35-2-0000059;Muelle Pequeño;Extrahotelera;Apartamento;1 Llave;Muelle Pequeño De Corralejo, 5;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;4;13;-13.863278;28.730702
E-35-2-0000062;Las Tejas;Extrahotelera;Apartamento;2 Llaves;C/ Delfin, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;6;18;-13.870679;28.7351
E-35-2-0000063;Benito;Extrahotelera;Apartamento;2 Llaves;Avda. De Los Lagos, 19;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;3;9;-14.009872;28.68464
E-35-2-0000064;Antonia;Extrahotelera;Apartamento;2 Llaves;Plaza Mayor, 8;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;4;12;-13.86989;28.73441
E-35-2-0000066;Reinaldo;Extrahotelera;Apartamento;1 Llave;C/ Isaac Peral, 28;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;8;22;-13.869069;28.738968
E-35-2-0000068;La Luna;Extrahotelera;Apartamento;2 Llaves;Urb. El Castillo, Parc. B, C, J,;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;119;381;-13.870389;28.399951
E-35-2-0000069;Costa Calma;Extrahotelera;Apartamento;2 Llaves;Urb. Cañada Del Río, Parc. S-1, Zona C-1,;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;72;153;-14.218716;28.167194
E-35-2-0000070;Santa Ursula;Extrahotelera;Apartamento;2 Llaves;Avda.  Hapag Lloyd,;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;78;176;-14.22527;28.16592
E-35-2-0000071;Castillo Park;Extrahotelera;Apartamento;2 Llaves;Urb. Castillo De La Caleta De Fuste,;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;8;24;-13.86065;28.39765
E-35-2-0000073;Fuentepark;Extrahotelera;Apartamento;Tres Estrellas;C/ Anguila, 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;76;228;-13.870677;28.733825
E-35-2-0000074;Galera Beach;Extrahotelera;Apartamento;Tres Estrellas;Poseidón, Nº 2;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;21;56;-13.865556;28.733056
E-35-2-0000075;Labranda Los Alisios Playa;Extrahotelera;Apartamento;2 Llaves;Avda. Gran Canaria, 5;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;64;216;-13.86591;28.730404
E-35-2-0000077;Dunas Club;Extrahotelera;Apartamento;Tres Estrellas;C/ El Pulpo, 2;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;130;290;-13.864887;28.743057
E-35-2-0000079;Palmeral Beach;Extrahotelera;Apartamento;2 Llaves;Urb. Caleta De Fuste,;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;63;189;-13.85821;28.39792
E-35-2-0000080;Fiesta Apartamentos Corralejo Garden;Extrahotelera;Apartamento;Tres Estrellas;Avda. Juan Carlos I, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;124;372;-13.87253;28.73635
E-35-2-0000081;Rio Tropical;Extrahotelera;Apartamento;2 Llaves;C/ Paseo De La Cebada, 2;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;39;116;-14.229451;28.164609
E-35-2-0000082;Balper;Extrahotelera;Apartamento;1 Llave;C/ Mascona, 21;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;9;18;-14.107968;28.350023
E-35-2-0000083;Hesperia Bristol Playa;Extrahotelera;Apartamento;Tres Estrellas;Urb. Lago De Bristol, 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;185;581;-13.8693;28.74359
E-35-2-0000084;Vista Lobos;Extrahotelera;Apartamento;1 Llave;Avda. Grandes Playas, 55;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;9;35;-13.867539;28.738649
E-35-2-0000087;San Valentin;Extrahotelera;Apartamento;2 Llaves;Avda. Grandes Playas,;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;120;360;-13.8488;28.72581
E-35-2-0000088;Rocamar;Extrahotelera;Apartamento;2 Llaves;El Sol, 8 Morro Jable;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;8;24;-14.347982;28.049633
E-35-2-0000092;Cotillo Lagos;Extrahotelera;Apartamento;2 Llaves;Urb. Los Lagos, Parcela H-4, 35;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;46;102;-14.01156;28.69327
E-35-2-0000094;Smy Tahona Fuerteventura;Extrahotelera;Apartamento;2 Llaves;C/ Alcalde Marcial Sánchez Velázquez, 17;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;110;330;-13.856882;28.399986
E-35-2-0000095;Cotillo Surf;Extrahotelera;Apartamento;1 Llave;Pedro Cabrera Saavedra, 3;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;10;32;-14.01172;28.685938
E-35-2-0000096;Palm Garden;Extrahotelera;Apartamento;2 Llaves;Avda. Del Saladar, 5;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;282;886;-14.339618;28.048977
E-35-2-0000097;Morro Jable;Extrahotelera;Apartamento;1 Llave;Urb. Solana Matorral, Carret. General,;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;53;161;-14.350943;28.049857
E-35-2-0000098;Labranda Puerto Caleta;Extrahotelera;Apartamento;_U;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;94;282;-13.857365;28.398243
E-35-2-0000100;Alcorde Suites;Extrahotelera;Apartamento;2 Llaves;Hernan Cortes, 4;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;9;27;-13.86753;28.737586
E-35-2-0000102;Labranda Caleta Dorada;Extrahotelera;Apartamento;_U;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;155;465;-13.866253;28.399031
E-35-2-0000104;Dunas Caleta Del Sol;Extrahotelera;Apartamento;2 Llaves;Urbanizacion Tierra Dorada, S/N;Fuerteventura;Palmas (Las);Pájara;Bco. Mal Nombre;35626;104;312;-14.2881;28.09253
E-35-2-0000106;Erika;Extrahotelera;Apartamento;1 Llave;C/ Aristides Hernandez Moran, 14;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;13;30;-13.867596;28.73442
E-35-2-0000108;Cocosol;Extrahotelera;Apartamento;1 Llave;Urb. Nuevo Horizonte, S/N;Fuerteventura;Palmas (Las);Antigua;Costa De Antigua;35610;100;300;-13.854711;28.410216
E-35-2-0000109;Primasol Las Dunas;Extrahotelera;Apartamento;2 Llaves;C/ El Moro, 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;115;345;-13.859661;28.726456
E-35-2-0000111;Labranda Caleta Amarilla;Extrahotelera;Apartamento;2 Llaves;Barrilla, S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;75;225;-13.867655;28.396868
E-35-2-0000112;Saladar Suites Boutique;Extrahotelera;Apartamento;1 Llave;C/ Flamenco, 2;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;17;34;-14.329421;28.052605
E-35-2-0000113;Castillo Mar;Extrahotelera;Apartamento;2 Llaves;Urbanizacion Caleta De Fuste,;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;129;391;-13.85473;28.398463
E-35-2-0000114;La Piramide;Extrahotelera;Apartamento;2 Llaves;_U;Fuerteventura;Palmas (Las);Antigua;Costa De Antigua;35610;96;288;0;0
E-35-2-0000115;Maryvent;Extrahotelera;Apartamento;2 Llaves;C/ Caleta Mansa, 13;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;40;89;-14.227357;28.158252
E-35-2-0000119;Labranda Corralejo Village;Extrahotelera;Apartamento;_U;_U;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;110;330;-13.86898;28.731668
E-35-2-0000122;Casa Valen;Extrahotelera;Apartamento;_U;Guisguey, 43;Fuerteventura;Palmas (Las);Puerto Del Rosario;Guisguey;35612;1;6;-13.882139;28.557895
E-35-2-0000124;Casas Des Estrellas;Extrahotelera;Apartamento;1 Llave;Avda. Grandes Playas, 42;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;3;12;-13.862739;28.729685
E-35-2-0000125;Neptuno;Extrahotelera;Apartamento;2 Llaves;Avenida Gran Canaria, 15;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;7;21;-13.863815;28.729384
E-35-2-0000127;"Garden &Amp; Sea Boutique Lodging";Extrahotelera;Apartamento;Cuatro Estrellas;C/ El Sol;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;27;91;-14.3481;28.050025
E-35-2-0000128;Punta Marina;Extrahotelera;Apartamento;1 Llave;C/ Las Arenas, 3;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;17;34;-14.34632;28.049864
E-35-2-0000130;Igramar Morro Jable;Extrahotelera;Apartamento;2 Llaves;C/ Peatonal Las Gaviotas, 3;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;34;67;-14.35082;28.04975
E-35-2-0000131;Los Abanicos;Extrahotelera;Apartamento;Tres Estrellas;C/ Cernicalo, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;40;160;-13.86797;28.71808
E-35-2-0000132;Oasis Duna;Extrahotelera;Apartamento;Tres Estrellas;C/ Gran Canaria, 3;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;340;1078;-13.868223;28.729444
E-35-2-0000133;Castillo Beach Club;Extrahotelera;Apartamento;2 Llaves;2ª Fase De  La Urb. El Castillo, C/ Virgen De La Caridad Del Cobre, S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;184;576;-13.871222;28.398502
E-35-2-0000134;Arena Beach;Extrahotelera;Apartamento;Tres Estrellas;C/ La Gomera, Nº 5;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;136;408;-13.862568;28.72559
E-35-2-0000135;Las Marismas De Corralejo;Extrahotelera;Apartamento;Tres Estrellas;C/ Huriamen,, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;232;740;-13.869195;28.726091
E-35-2-0000137;Oasis Village;Extrahotelera;Apartamento;Tres Estrellas;Avda. Fuerteventura, 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;207;621;-13.866446;28.728114
E-35-2-0000138;Labranda Caleta Garden;Extrahotelera;Apartamento;_U;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;190;494;0;0
E-35-2-0000139;Mar Azul;Extrahotelera;Apartamento;1 Llave;C/ Marcelino Camacho Abad, 5;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;20;40;-13.869171;28.731962
E-35-2-0000142;Aloe Club Resort;Extrahotelera;Apartamento;_U;_U;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;103;309;-13.860751;28.725303
E-35-2-0000145;Coronado;Extrahotelera;Apartamento;Tres Estrellas;C/ El Sol, 14;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;9;31;-14.347006;28.04973
E-35-2-0000146;Las Villitas;Extrahotelera;Apartamento;Tres Estrellas;José De Rivera  Y C/ Masfasca, S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;8;44;-14.006833;28.388303
E-35-2-0000147;Fuerteventura Beach Club;Extrahotelera;Apartamento;1 Llave;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;101;329;0;0
E-35-2-0000148;Casa Del Cuartel;Extrahotelera;Casa Emblematica;Categoria Unica;La Orilla, Nº 15;Fuerteventura;Palmas (Las);La Oliva;Oliva (La);35640;1;14;-13.930302;28.612438
E-35-2-0000149;Casa Abuelo Rafael ;Extrahotelera;Casa Emblematica;Categoria Unica;Lg. Llanos De La Concepción, 66;Fuerteventura;Palmas (Las);Puerto Del Rosario;Llanos De La Concepción;35637;1;6;-14.0339;28.480238
E-35-2-0000150;Bahiazul Villas & Club, Fuerteventura;Extrahotelera;Villa;Categoria Unica;Pardelas, 7;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;89;534;-13.872181;28.708705
E-35-2-0000151;Cotillo Sunset;Extrahotelera;Apartamento;2 Llaves;_U;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;33;99;-14.011284;28.690847
E-35-2-0000152;Villa Bella Vista;Extrahotelera;Villa;Categoria Unica;Las Agujas, Nº 12;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.851615;28.726428
E-35-2-0000153;Villa Bonita;Extrahotelera;Villa;Categoria Unica;Bajo Negro, Nº 3 A;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.85126;28.72594
E-35-2-0000154;Casa Bajo Negro;Extrahotelera;Villa;Categoria Unica;Bajo Negro, Nº 3 B;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;8;-13.851358;28.726126
E-35-2-0000155;Silvia I;Extrahotelera;Villa;Categoria Unica;Fuerteventura, Nº 15;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;3;6;-13.861323;28.727723
E-35-2-0000156;Silvia Ii;Extrahotelera;Villa;Categoria Unica;Fuerteventura, 17;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;3;6;-13.859614;28.727969
E-35-2-0000157;Fuerteventura Sol;Extrahotelera;Apartamento;Tres Estrellas;Punta De Barlovento, Nº 3;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;5;15;-14.229158;28.15505
E-35-2-0000158;Casa García;Extrahotelera;Villa;Categoria Unica;Guirre, Nº 2;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;2;4;-13.86939;28.7172
E-35-2-0000159;Oasis;Extrahotelera;Villa;Categoria Unica;Guirre, Nº 9 Esc.1, Pl: 001;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;2;4;-13.869695;28.711893
E-35-2-0000161;Luciana;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;3;6;0;0
E-35-2-0000162;Villas Playitas;Extrahotelera;Villa;Categoria Unica;Urbanización Las Playitas-Grand Resort, S/N;Fuerteventura;Palmas (Las);Tuineje;Playitas (Las);35629;24;96;-13.979576;28.233402
E-35-2-0000163;Village Club Fuerteventura Origo Mare;Extrahotelera;Apartamento;Cuatro Estrellas;Carretera De Majanicho, 100;Fuerteventura;Palmas (Las);La Oliva;Lajares;35650;323;896;-13.948092;28.730936
E-35-2-0000164;Monte Solana;Extrahotelera;Apartamento;Cuatro Estrellas;Hubara, Nº 9 Urb.La Cornisa, Parcelas Agrupadas (5,6,7,8,9,25,26,27,28 Y 29);Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;17;68;-14.336112;28.050658
E-35-2-0000165;El Jablito;Extrahotelera;Apartamento;Tres Estrellas;El Jablito, S/N Urbanización Parque Holandés;Fuerteventura;Palmas (Las);La Oliva;Parque Holandés;35612;242;514;-13.836412;28.604071
E-35-2-0000166;Casa Las Toscas;Extrahotelera;Casa Emblematica;Categoria Unica;Taro, S/N;Fuerteventura;Palmas (Las);Tuineje;Tuineje;35628;1;4;-14.039868;28.321327
E-35-2-0000167;Casa Moana;Extrahotelera;Villa;Categoria Unica;Colibrí, Nº 1 Urb. El Jardín, Puerta 2;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;1;4;-14.328902;28.052932
E-35-2-0000168;Five Dreams One;Extrahotelera;Villa;Categoria Unica;Chorlitejo, Nº 13a;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;3;-13.872671;28.720018
E-35-2-0000169;Five Dreams Two;Extrahotelera;Villa;Categoria Unica;Chorlitejo, Nº 13;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;3;-13.872671;28.720018
E-35-2-0000170;Five Dreams Three;Extrahotelera;Villa;Categoria Unica;Chorlitejo, Nº 11 A;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;3;-13.872671;28.720018
E-35-2-0000171;Five Dreams Four;Extrahotelera;Villa;Categoria Unica;Chorlitejo, Nº 11;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;3;-13.872671;28.720018
E-35-2-0000172;Five Dreams Five;Extrahotelera;Villa;Categoria Unica;Chorlitejo, Nº 15;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;3;-13.872671;28.720018
E-35-2-0000173;Barcelo Fuerteventura Castillo;Extrahotelera;Apartamento;Cuatro Estrellas;Del Castillo, 3;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;477;1348;-13.854283;28.394766
E-35-2-0000174;Varadero;Extrahotelera;Apartamento;1 Llave;Carretera De Tarajalejo, S/N;Fuerteventura;Palmas (Las);Tuineje;Tarajalejo;35627;15;30;-14.11593;28.19197
E-35-2-0000175;Maria;Extrahotelera;Villa;Categoria Unica;Grandes Playas, 46;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;2;0;0
E-35-2-0000176;Christiane;Extrahotelera;Villa;Categoria Unica;Entresalas, 27;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;1;5;-14.216907;28.172612
E-35-2-0000177;Ocean View;Extrahotelera;Villa;Categoria Unica;La Pardela, 10;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;2;4;-14.336026;28.049931
E-35-2-0000178;Magna;Extrahotelera;Villa;Categoria Unica;La Maresia, 99;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;3;6;-13.87337;28.37948
E-35-2-0000179;Bungalow 3 El Jardin;Extrahotelera;Villa;Categoria Unica;Colibri, 1, Urb. Bungalows El Jardín, Bungalow 3;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;1;2;-14.328902;28.052932
E-35-2-0000180;Sandra;Extrahotelera;Villa;Categoria Unica;La Luna, Nº 26 Urbanización La Siesta;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.87465;28.390981
E-35-2-0000182;White Suite;Extrahotelera;Villa;Categoria Unica;La Maresía, 149, Urbanización Las Salinas Golf;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;10;-13.87211;28.38063
E-35-2-0000183;Timfay;Extrahotelera;Villa;Categoria Unica;Aristides Hernandez Moran, 5;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;7;-13.868915;28.734789
E-35-2-0000184;Hamburgo;Extrahotelera;Villa;Categoria Unica;Anzuelo, 25;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.872656;28.734954
E-35-2-0000185;Surprise;Extrahotelera;Villa;Categoria Unica;La Maresía, S/N, Villa 21, Urb. Las Salinas De Antigua;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;10;-13.87105;28.38025
E-35-2-0000186;Elena;Extrahotelera;Villa;Categoria Unica;Dormidero, Nº 12;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.856973;28.730256
E-35-2-0000187;El Cavadero;Extrahotelera;Villa;Categoria Unica;Adelfa, Nº 1;Fuerteventura;Palmas (Las);La Oliva;Parque Holandés;35612;1;10;-13.840828;28.607447
E-35-2-0000188;Fuerte Village;Extrahotelera;Apartamento;Cuatro Estrellas;Punta Del Roquito, 3-6;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;29;116;-14.234375;28.149897
E-35-2-0000189;La Estancia 45;Extrahotelera;Villa;Categoria Unica;Angel Jove, 15,  Urb. La Estancia, 45, Fuerteventura Golf Club;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;3;6;-13.8748;28.389416
E-35-2-0000190;Villa Bella;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000192;Infiniti;Extrahotelera;Apartamento;Tres Estrellas;Los Matos, Nº 10;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;11;28;-13.86041;28.72613
E-35-2-0000193;Michelle;Extrahotelera;Villa;Categoria Unica;Clavellina, Nº4, Puerta 6 (Heredad De Guriame);Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.862432;28.72878
E-35-2-0000194;Enom;Extrahotelera;Villa;Categoria Unica;La Maresía, 29;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.870875;28.380056
E-35-2-0000195;Marga;Extrahotelera;Villa;Categoria Unica;Las Cascadas,, 29, Puerta 15;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;5;-13.87196;28.38667
E-35-2-0000196;Villa Nº 14 Anexo Caleta De Fuste;Extrahotelera;Villa;Categoria Unica;P8 Parcela, 7, Urb. Anexo Caleta De Fuste;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000197;Villa Nº 10 Anexo Caleta De Fuste;Extrahotelera;Villa;Categoria Unica;P8 Parcela, 7, Urb. Anexo Caleta De Fuste;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000198;Villa Nº 11 Anexo Caleta De Fuste;Extrahotelera;Villa;Categoria Unica;P8 Parcela, 7, Urb. Anexo Caleta De Fuste;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000199;Villa Nº 8 Anexo Caleta De Fuste;Extrahotelera;Villa;Categoria Unica;P 8 Parcela, 7 Urb. Anexo Caleta De Fuste;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000200;Villa Nº 9 Anexo Caleta De Fuste;Extrahotelera;Villa;Categoria Unica;P8 Parcela, 7, Urb. Anexo Caleta De Fuste;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000201;Bahia Calma;Extrahotelera;Apartamento;Tres Estrellas;Punta De Los Molinillos, S/N;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;107;233;-14.229203;28.15801
E-35-2-0000202;Magali;Extrahotelera;Villa;Categoria Unica;Grandes Playas, Nº 37;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.85321;28.72615
E-35-2-0000203;La Estancia 12;Extrahotelera;Villa;Categoria Unica;La Estancia, 12, Urb. Fuerteventura Golf Club;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.8748;28.389439
E-35-2-0000204;Rocky Point;Extrahotelera;Villa;Categoria Unica;Poris, Nº 2,  C;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;6;-13.85902;28.731481
E-35-2-0000205;Alexander;Extrahotelera;Villa;Categoria Unica;El Descanso, Nº 26, Subparcela 23 De La Parcela Rls Iii-4 (Denominada El Descaso 1);Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000206;La Sabina;Extrahotelera;Villa;Categoria Unica;La Maresía, Nº 54;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.872069;28.37796
E-35-2-0000207;Sabine;Extrahotelera;Villa;Categoria Unica;La Maresía, 13, (Parcela 6-7);Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.869558;28.379874
E-35-2-0000208;Begonia ;Extrahotelera;Villa;Categoria Unica;Begonia, Nº 53;Fuerteventura;Palmas (Las);La Oliva;Parque Holandés;35612;1;9;-13.8394;28.60771
E-35-2-0000209;Oneida;Extrahotelera;Villa;Categoria Unica;Maresía , 55;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.871874;28.378754
E-35-2-0000210;Susi;Extrahotelera;Villa;Categoria Unica;Maresía, 108;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;8;-13.869252;28.380723
E-35-2-0000211;La Chalana;Extrahotelera;Apartamento;Tres Estrellas;Urb. Corralejo Playa, Parc 4, 5 Y 6, Pol. P-1,;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35649;12;24;-13.870489;28.735092
E-35-2-0000212;Las Cascadas 34;Extrahotelera;Villa;Categoria Unica;Las Cascadas, 34, Urb. Fuerteventura Golf Club;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;7;-13.8748;28.389416
E-35-2-0000213;Romana;Extrahotelera;Villa;Categoria Unica;Maresía, 110;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;10;-13.868986;28.380693
E-35-2-0000214;Grace;Extrahotelera;Villa;Categoria Unica;Fuerteventura Golf Club,,  Las Cascadas, 7;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;8;-13.872882;28.385908
E-35-2-0000215;La Estancia 29;Extrahotelera;Villa;Categoria Unica;Fuerteventura Golf Club,,  La Estancia, 29;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.8748;28.389439
E-35-2-0000217;Illusion;Extrahotelera;Villa;Categoria Unica;Lago Mayor, 1;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;3;6;-13.867212;28.390266
E-35-2-0000218;Tarajalejo Village;Extrahotelera;Apartamento;Tres Estrellas;Las Palmeras,;Fuerteventura;Palmas (Las);Tuineje;Tarajalejo;35627;11;44;-14.120449;28.193168
E-35-2-0000219;Molly 88;Extrahotelera;Villa;Categoria Unica;La Maresía, 88, Urb. Golf Resort Salinas De Antigua;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.87165;28.38074
E-35-2-0000220;Cindy;Extrahotelera;Villa;Categoria Unica;La Maresia, Nº 119, Parcela 60 Del Polígono P-6, P.P. Las Salinas-Sector 9;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;-13.87211;28.38063
E-35-2-0000222;La Siesta, 20;Extrahotelera;Villa;Categoria Unica;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;1;6;0;0
E-35-2-0000225;El Cardón;Extrahotelera;Villa;Categoria Unica;Jazmín, 31;Fuerteventura;Palmas (Las);La Oliva;Parque Holandés;35649;1;6;-13.839563;28.605554
E-35-2-0000226;Paradise ;Extrahotelera;Villa;Categoria Unica;Pedro Y Guy Vandaelle, 10;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;1;4;-13.864069;28.724529
