establecimiento_id;establecimiento_nombre_comercial;establecimiento_modalidad;establecimiento_tipologia;establecimiento_clasificacion;direccion;direccion_isla_nombre;direccion_provincia_nombre;direcion_municipio_nombre;direccion_localidad_nombre;direccion_codigo_postal;unidades_explotacion;plazas;longitud;latitud
H-35-2-0000046;Esquinzo Beach;Hotelera;Hotel;Cuatro Estrellas;C/ Gran Canaria, 8;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;385;770;-14.308336;28.073746
H-35-2-0000047;Xq El Palacete;Hotelera;Hotel;Cuatro Estrellas;C/ El Acantilado, S/N;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;54;108;-14.350177;28.049544
H-35-2-0000048;Faro Jandia Fuerteventura;Hotelera;Hotel;Cuatro Estrellas;Avda. Del Saladar, 17;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;214;428;-14.334219;28.049078
H-35-2-0000049;"R2 Rio Calma Spa &Amp; Conference";Hotelera;Hotel;Cuatro Estrellas;Urbanizacion El Granillo, Parcela 6,;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;416;709;-14.2096;28.1674
H-35-2-0000050;Barcelo Fuerteventura Mar;Hotelera;Hotel;Cuatro Estrellas;Avda. Del Castillo;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;486;984;-13.858314;28.397585
H-35-2-0000051;Club Hotel Drago Park;Hotelera;Hotel;Cuatro Estrellas;C/ Punta Pesebre, 5;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;235;497;-14.223093;28.1735
H-35-2-0000052;R2 Higos Beach;Hotelera;Hotel;Tres Estrellas;C/ Baja De Los Erizos;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;46;92;-14.230021;28.154902
H-35-2-0000053;Elba Sara;Hotelera;Hotel;Cuatro Estrellas;Urb. Fuerteventura Golf Club, Parc. Rli-3, Sect.3,;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;266;532;-13.865872;28.384153
H-35-2-0000054;Jm Puerto Del Rosario;Hotelera;Hotel;Tres Estrellas;Avenida Ruperto Gonzalez Negrin, 9;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;88;116;-13.857651;28.499058
H-35-2-0000055;Barcelo Corralejo Bay;Hotelera;Hotel;Cuatro Estrellas;Avenida Grandes Playas, 12;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;241;482;-13.86743;28.732637
H-35-2-0000056;"Secrets Bahia Real Resort &Amp; Spa";Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;250;502;-13.855602;28.728512
H-35-2-0000057;Elba Palace Golf;Hotelera;Hotel;Cinco Estrellas Lujo;Urbanizacion Fuerteventura Golf Club,;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;60;122;-13.874941;28.389516
H-35-2-0000058;Labranda Bahia De Lobos;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;288;584;-13.871881;28.730592
H-35-2-0000059;Kn Matas Blancas;Hotelera;Hotel;Cuatro Estrellas;C/ Punta Pesebre, 6-8;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;202;406;-14.221605;28.173399
H-35-2-0000060;Iberostar Playa Gaviotas;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Pájara;Gaviotas (Las);35626;375;718;-14.318898;28.057192
H-35-2-0000061;Elba Lucia Sport & Suite Hotel;Hotelera;Hotel;Tres Estrellas;Teniente Coronel José Zerra Guevara, Nº 8;Fuerteventura;Palmas (Las);Antigua;Costa De Antigua;35610;169;507;-13.855471;28.414102
H-35-2-0000062;"Elba Castillo De San Jorge &Amp; Antigua";Hotelera;Hotel;Tres Estrellas;C/ Franchy Roca , S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;272;604;-13.853492;28.399492
H-35-2-0000063;Ereza Mar;Hotelera;Hotel;Cuatro Estrellas;José Franchy Roca, Nº 6;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;160;320;-13.854725;28.397788
H-35-2-0000064;H10 Playa Esmeralda;Hotelera;Hotel;Cuatro Estrellas;C/ Punta Del Roquito, 2;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;333;589;-14.235143;28.148888
H-35-2-0000065;Iberostar Palace Fuerteventura;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Pájara;Gaviotas (Las);35626;437;876;-14.320349;28.056656
H-35-2-0000066;"R2 Pajara Beach Spa &Amp; All Inclusive";Hotelera;Hotel;Cuatro Estrellas;C/ Punta Del Roquito, 9;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;387;696;-14.232392;28.150473
H-35-2-0000067;Macario Ii;Hotelera;Pension;Dos Estrellas;C/ Almi. Fontán Lobe, 12, Esq. Juan De Austria, 27,;Fuerteventura;Palmas (Las);Puerto Del Rosario;Puerto Del Rosario;35600;14;28;-13.852184;28.501548
H-35-2-0000068;Arena Suite;Hotelera;Hotel;Cuatro Estrellas;El Moro, Nº 2;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;101;202;-13.859385;28.726344
H-35-2-0000069;Jandía Princess;Hotelera;Hotel;Cuatro Estrellas;C/ Gran Canaria, 11;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;502;1004;-14.306134;28.072581
H-35-2-0000070;Iberostar Waves Gaviotas Park;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Pájara;Gaviotas (Las);35626;206;444;-14.320058;28.058154
H-35-2-0000071;Eurostars Las Salinas;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;222;449;-13.860854;28.393387
H-35-2-0000072;Costa Caleta;Hotelera;Hotel;Tres Estrellas;Avda. Alcalde Juan Ramon Soto Morales, S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;308;591;-13.85568;28.399035
H-35-2-0000073;H10 Tindaya;Hotelera;Hotel;Cuatro Estrellas;C/ Punta Del Roquito, S/N;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;354;564;-14.230391;28.1525
H-35-2-0000074;Sbh Club Paraiso Playa;Hotelera;Hotel;Cuatro Estrellas;Parcela H-1, S/N;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;317;634;-14.295029;28.081274
H-35-2-0000075;Occidental Jandia Playa;Hotelera;Hotel;Cuatro Estrellas;Sancho Panza, S/N Barranco De Vinamar;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35626;649;1304;-14.325287;28.055438
H-35-2-0000076;Sheraton Fuerteventura Golf, Beach & Spa Resort;Hotelera;Hotel;Cinco Estrellas Lujo;Carretera Fv-2, Km. 11, S/N;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;264;532;-13.863629;28.389988
H-35-2-0000077;Sbh Costa Calma Beach;Hotelera;Hotel;Cuatro Estrellas;Avenida De Las Palmeras, S/N;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;344;700;-14.227351;28.160823
H-35-2-0000078;Coral Cotillo Beach;Hotelera;Hotel;Cuatro Estrellas;Avda.De Los Lagos, S/N;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;124;244;-14.010122;28.686266
H-35-2-0000079;Sbh Costa Calma Palace;Hotelera;Hotel;Cuatro Estrellas;Avenida Jahn Reisen , S/N;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;417;834;-14.227351;28.160823
H-35-2-0000080;Fuerteventura Princess;Hotelera;Hotel;Cuatro Estrellas;Gran Canaria, Nº 13;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;669;1338;-14.307364;28.070638
H-35-2-0000081;Elba Carlota Beach & Golf & Convention;Hotelera;Hotel;Cuatro Estrellas;C/ Las Marismas, Fuerteventura Golf Resort, 3;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;346;692;-13.864167;28.388889
H-35-2-0000082;Sbh Nautilus Beach;Hotelera;Hotel;Cuatro Estrellas;Agustín Millares, Nº 2;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;160;305;-14.217683;28.167383
H-35-2-0000083;Broncemar Beach Suites;Hotelera;Hotel;Cuatro Estrellas;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;267;598;-13.861844;28.39876
H-35-2-0000084;Tui Magic Life Fuerteventura;Hotelera;Hotel;Cuatro Estrellas;De Los Pueblos, 1;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;689;1378;-14.309489;28.068066
H-35-2-0000085;Alua Suites Fuerteventura;Hotelera;Hotel;Cuatro Estrellas;C/ Las Dunas, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;382;1008;-13.859366;28.73001
H-35-2-0000086;Alua Village Fuerteventura;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;244;486;-14.305385;28.077312
H-35-2-0000087;Golden Beach;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;135;270;-14.232645;28.156837
H-35-2-0000088;Royal Suite;Hotelera;Hotel;Tres Estrellas;Valle De Los Escobones, 1;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;166;332;-14.223485;28.171378
H-35-2-0000089;Occidental Jandía Mar;Hotelera;Hotel;Cuatro Estrellas;Barranco De Vinamar, C/ Sancho Panza, S/N;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;483;970;-14.326833;28.057636
H-35-2-0000090;Playitas Apt;Hotelera;Hotel;Cuatro Estrellas;P.P. Las Playitas, Parcela R-1,;Fuerteventura;Palmas (Las);Tuineje;Playitas (Las);35629;210;630;-13.988732;28.229835
H-35-2-0000091;Playitas;Hotelera;Hotel;Cuatro Estrellas;P.P. Las Playitas, Parcela R-3/4,;Fuerteventura;Palmas (Las);Tuineje;Playitas (Las);35629;223;446;-13.988732;28.229835
H-35-2-0000092;Globales Costa Tropical;Hotelera;Hotel;Tres Estrellas;C/ Maestro Leonardo, S/N;Fuerteventura;Palmas (Las);Antigua;Costa De Antigua;35630;143;429;-13.856332;28.411707
H-35-2-0000094;Surfing Colors;Hotelera;Hotel;Una Estrella;C/ Pejin,, 2;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;166;237;-13.87008;28.742264
H-35-2-0000096;La Casita;Hotelera;Hotel;Una Estrella;C/ Alcalde Francisco Berriel Jordán, 8;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;17;34;-13.861232;28.399676
H-35-2-0000097;Altavista;Hotelera;Hotel Urbano;Una Estrella;Abubilla, Nº 8;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;12;24;-14.353604;28.049987
H-35-2-0000099;Villamar;Hotelera;Hotel Urbano;Tres Estrellas;De Jandia, Nº 11;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;28;58;-14.350157;28.050846
H-35-2-0000101;Royal Palm Resort & Spa;Hotelera;Hotel;Cuatro Estrellas;De Los Pueblos, S/N;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;334;666;-14.312961;28.064282
H-35-2-0000102;Maxorata Beach;Hotelera;Hotel Urbano;Tres Estrellas;Gran Canaria, S/N;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;106;232;-13.867105;28.730571
H-35-2-0000103;Cala;Hotelera;Hotel Urbano;Tres Estrellas;Los Marineros, Nº 16;Fuerteventura;Palmas (Las);Tuineje;Giniginamar;35629;4;10;-14.07268;28.202602
H-35-2-0000104;Sbh Monica Beach Resort;Hotelera;Hotel;Cuatro Estrellas;Jahn Reisen, S/N;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;409;818;-14.225001;28.163125
H-35-2-0000105;Hotel Bakour Fuerteventura La Pared;Hotelera;Hotel;Tres Estrellas;Del Istmo, Nº 6;Fuerteventura;Palmas (Las);Pájara;Pared (La);35627;103;244;-14.219111;28.213364
H-35-2-0000106;Marina Playa;Hotelera;Hotel;Tres Estrellas;C/ Valkiria-Urb. Marabu, P.P. Esquinzo, Pa -7,7,;Fuerteventura;Palmas (Las);Pájara;Esquinzo-Butihondo;35626;63;134;-14.299011;28.078105
H-35-2-0000107;Esmeralda Maris;Hotelera;Hotel;Cuatro Estrellas;Punta Del Roquito, Nº 1;Fuerteventura;Palmas (Las);Pájara;Costa Calma;35627;82;236;-14.235686;28.149304
H-35-2-0000108;Barcelo Corralejo Sands;Hotelera;Hotel;Cuatro Estrellas;Acacia, Nº 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;156;379;-13.870775;28.732955
H-35-2-0000109;La Colina;Hotelera;Hotel Urbano;Cuatro Estrellas;Mafasca, 18;Fuerteventura;Palmas (Las);Pájara;Morro Jable;35625;4;8;-14.354274;28.051943
H-35-2-0000110;Fergus Cactus Garden;Hotelera;Hotel;Cuatro Estrellas;_U;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;35626;150;300;-14.338505;28.049778
H-35-2-0000111;Labranda Caleta Amarilla Ii;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);Antigua;Caleta De Fuste;35610;69;138;-13.866601;28.397256
H-35-2-0000112;H10 Ocean Suites;Hotelera;Hotel;_U;Las Palmeras, Nº 1;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;200;400;-13.872592;28.731917
H-35-2-0000113;H10 Ocean Dreams;Hotelera;Hotel;_U;_U;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;94;188;-13.872056;28.732445
H-35-2-0000114;Cotillo House;Hotelera;Hotel Urbano;Dos Estrellas;San Pedro, Nº 2;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);35650;18;35;-14.011928;28.684977
H-35-2-0000115;Playa Park Zensation;Hotelera;Hotel;Cuatro Estrellas;Lanzarote, Nº 4;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;173;403;-13.863152;28.726845
H-35-2-0000116;Vacanzy Urban Boutique;Hotelera;Hotel Urbano;Dos Estrellas;Playa Cho León, 23,;Fuerteventura;Palmas (Las);La Oliva;Corralejo;35660;12;24;-13.868166;28.740631
H-35-2-0000118;Taimar;Hotelera;Hotel;Cuatro Estrellas;C/ Valle De Los Mosquitos;Fuerteventura;Palmas (Las);Pájara;Costa Calma;_U;101;202;-14.222407;28.171681
H-35-2-0000119;Boutique La Marquesina;Hotelera;Hotel Urbano;Cuatro Estrellas;C/ La Iglesia, 6, C/ El Muelle 7 Y 9;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;18;36;-13.867374;28.739177
H-35-2-0000120;El Hotelito;Hotelera;Hotel Urbano;Una Estrella;Avenida Los Lagos;Fuerteventura;Palmas (Las);La Oliva;Cotillo (El);_U;4;8;-14.009808;28.683362
H-35-2-0000121;Helene Holidays And Retreats;Hotelera;Hotel Urbano;Dos Estrellas;C/ Poris;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;8;19;-13.859105;28.731949
H-35-2-0000122;Sol Fuerteventura Jandia;Hotelera;Hotel;Cuatro Estrellas;C/ Bentejui;Fuerteventura;Palmas (Las);Pájara;Solana Matorral;_U;295;590;0;0
H-35-2-0000124;Corralejo Beach;Hotelera;Hotel;Cuatro Estrellas;C/ Víctor Grau Bassas;Fuerteventura;Palmas (Las);La Oliva;Corralejo;_U;115;238;0;0
H-35-2-0000126;Blue Sea Jandia Luz;Hotelera;Hotel;Tres Estrellas;Avda. El Saladar;Fuerteventura;Palmas (Las);Pájara;_U;_U;114;230;0;0
H-35-3-0000001;Miramar;Hotelera;Hotel;Tres Estrellas;Avda. Coll, 2;Lanzarote;Palmas (Las);Arrecife;Arrecife;_U;85;170;-13.54783;28.95875
H-35-3-0000002;Hostal España;Hotelera;Pension;Una Estrella;Gran Canaria, 4;Lanzarote;Palmas (Las);Arrecife;Arrecife;35000;26;30;-13.54937;28.962624
H-35-3-0000005;Fariones, Los;Hotelera;Hotel;Cinco Estrellas;C/Roque Del Este;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;213;434;-13.666256;28.919812
H-35-3-0000007;Hotel Lancelot Playa;Hotelera;Hotel;Tres Estrellas;Avda. Mancomunidad, 9;Lanzarote;Palmas (Las);Arrecife;Arrecife;_U;111;192;-13.555744;28.95831
H-35-3-0000009;Ramos;Hotelera;Pension;Una Estrella;Gran Canaria, 3;Lanzarote;Palmas (Las);Arrecife;Arrecife;_U;6;12;-13.549386;28.962454
H-35-3-0000012;Cardona;Hotelera;Pension;Dos Estrellas;18 De Julio, 11;Lanzarote;Palmas (Las);Arrecife;Arrecife;35500;62;111;-13.553697;28.958908
H-35-3-0000013;Vik Hotel San Antonio;Hotelera;Hotel;Cuatro Estrellas;Avda. De Las Playas, 84;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;348;662;-13.652778;28.953056
H-35-3-0000014;San Gines;Hotelera;Pension;Una Estrella;Molino, 9;Lanzarote;Palmas (Las);Arrecife;Arrecife;35500;37;69;-13.549573;28.962748
H-35-3-0000016;Paradisus By Melia Salinas Lanzarote;Hotelera;Hotel;Cinco Estrellas Lujo;Avda. Islas Canarias;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;317;603;-13.484651;29.000728
H-35-3-0000018;Magec;Hotelera;Pension;Dos Estrellas;Hierro, 8;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;_U;14;23;-13.670499;28.920999
H-35-3-0000019;Hotel Grand Teguise Playa;Hotelera;Hotel;Cuatro Estrellas;Avda, Islas Canarias (Pc 225);Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;300;600;-13.489899;28.993914
H-35-3-0000020;Plus Fariones Suite Hotel;Hotelera;Hotel;Cuatro Estrellas;Acatife, 2 , 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;230;460;-13.665501;28.920611
H-35-3-0000021;H10 Suites Lanzarote Gardens;Hotelera;Hotel;Cuatro Estrellas;Avda. Islas Canarias;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;241;482;-13.488069;29.001718
H-35-3-0000022;H10 Lanzarote Princess;Hotelera;Hotel;Cuatro Estrellas;Maciot, 1;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35570;407;794;-13.825418;28.864829
H-35-3-0000023; Hotel Riu Paraiso Lanzarote Resort Ii;Hotelera;Hotel;Cuatro Estrellas;Suiza, 4;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35572;248;496;-13.639075;28.926666
H-35-3-0000034;Mynd Yaiza;Hotelera;Hotel;Cuatro Estrellas;C/Janubio;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;238;477;-13.82143;28.867598
H-35-3-0000035;Dreams Lanzarote Playa Dorada;Hotelera;Hotel;Cinco Estrellas;Avda. Papagayo;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35570;438;876;-13.820556;28.863056
H-35-3-0000036;Bakour Lanzarote Splash;Hotelera;Hotel;Cuatro Estrellas;Avda. Juan Carlos I;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;148;444;-13.665512;28.925753
H-35-3-0000037;Iberostar Selection Lanzarote Park;Hotelera;Hotel;_U;Avda. Canarias;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;351;702;-13.839286;28.856557
H-35-3-0000038;Las Costas;Hotelera;Hotel;Cuatro Estrellas;Avda. De Las Playas 88;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;187;374;-13.640691;28.922753
H-35-3-0000039;Sol Lanzarote;Hotelera;Hotel;Cuatro Estrellas;Grama , 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;327;938;-13.623193;28.931299
H-35-3-0000040;Barceló Lanzarote Active Resort I;Hotelera;Hotel;Cuatro Estrellas;Avda. Del Mar , Nº 6;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;372;744;-13.51102;28.98837
H-35-3-0000041;Lanzarote Village;Hotelera;Hotel;Cuatro Estrellas;Suiza, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;211;422;-13.640653;28.925833
H-35-3-0000042;Hipotels La Geria;Hotelera;Hotel;Cuatro Estrellas;Jupiter, 5;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;242;470;-13.631758;28.93037
H-35-3-0000043;Costamar;Hotelera;Hotel;Tres Estrellas;Playa De Los Pocillos, S/N;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;180;702;-13.63526;28.929902
H-35-3-0000044;Hotel Elba Lanzarote Royal Village Resort;Hotelera;Hotel;_U;_U;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35000;360;720;-13.838509;28.865562
H-35-3-0000045;H10 Timanfaya Palace;Hotelera;Hotel;Cuatro Estrellas;Montaña Roja, Parc. S-28, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35570;305;610;-13.844298;28.859829
H-35-3-0000046;Hotel Relaxia Olivina;Hotelera;Hotel;Cuatro Estrellas;Grecia, 6;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;102;203;-13.643617;28.922922
H-35-3-0000047; Hotel Riu Paraiso Lanzarote Resort I;Hotelera;Hotel;Cuatro Estrellas;Suiza, 06;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;253;474;-13.639075;28.926666
H-35-3-0000048;Coronas Playa;Hotelera;Hotel;Cuatro Estrellas;Avda. Del Mar, 26;Lanzarote;Palmas (Las);Teguise;Costa Teguise;_U;208;416;-13.499444;28.993056
H-35-3-0000049;Hotelito Del Golfo;Hotelera;Pension;Una Estrella;Avda. Maritima, 4;Lanzarote;Palmas (Las);Yaiza;Golfo (El);35000;5;9;-13.829609;28.981116
H-35-3-0000050;Barcelo Lanzarote Active Resort Ii;Hotelera;Hotel;Cuatro Estrellas;Avenida Del Mar, Nº 5;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35509;442;896;-13.51102;28.98837
H-35-3-0000051;Jameos Playa;Hotelera;Hotel;Cuatro Estrellas;Playa De Los Pocillos,;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35000;518;1036;-13.628196;28.928968
H-35-3-0000052;Blue Sea Costa Bastian;Hotelera;Hotel;Cuatro Estrellas;Avda. De Las Palmeras 20,;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35509;195;390;-13.504917;28.99189
H-35-3-0000053;Hipotels Natura Palace;Hotelera;Hotel;Cuatro Estrellas;Lanzarote, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;269;466;-13.852257;28.862553
H-35-3-0000054;Volcan Lanzarote;Hotelera;Hotel;Cinco Estrellas Lujo;El Castillo, 1;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;255;502;-13.811128;28.857885
H-35-3-0000055;Princesa Yaiza;Hotelera;Hotel;Cinco Estrellas Lujo;Avenida Papagayo S/N,;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35000;330;660;-13.822288;28.864267
H-35-3-0000056;Beatriz Costa & Spa;Hotelera;Hotel;Cuatro Estrellas;Atalaya, 3;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;349;700;-13.488671;29.010383
H-35-3-0000057;Beatriz Playa & Spa;Hotelera;Hotel;Cuatro Estrellas;Matos, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;404;808;-13.617605;28.933387
H-35-3-0000058;Royal Monica Playa Blanca;Hotelera;Hotel;Tres Estrellas;Irlanda, 1;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;220;440;-13.862583;28.86194
H-35-3-0000059;"Arrecife Gran Hotel &Amp; Spa";Hotelera;Hotel;Cinco Estrellas;Avda. Mancomunidad S/N,;Lanzarote;Palmas (Las);Arrecife;Arrecife;35500;160;315;-13.554451;28.957595
H-35-3-0000060;Secrets Lanzarote;Hotelera;Hotel;Cinco Estrellas;Puerto Calero S/N,;Lanzarote;Palmas (Las);Yaiza;Puerto Calero;35570;335;600;-13.711069;28.917161
H-35-3-0000061;Blue Sea Los Fiscos;Hotelera;Hotel;Tres Estrellas;Cabezos Los, 4;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;99;315;-13.676058;28.924506
H-35-3-0000062;Hotel Diamar;Hotelera;Hotel;Tres Estrellas;Fred Olsen, 8;Lanzarote;Palmas (Las);Arrecife;Arrecife;35500;90;180;-13.557985;28.95881
H-35-3-0000063;Cay Beach Sun;Hotelera;Hotel;Tres Estrellas;Las Breñas, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35570;150;467;-13.824229;28.868309
H-35-3-0000064;Thb Royal;Hotelera;Hotel;Tres Estrellas;Calle Janubio;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;200;400;-13.821828;28.869214
H-35-3-0000065;Hotel Cordial Marina Blanca;Hotelera;Hotel;Cuatro Estrellas;La Cocinilla, 2-4;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;96;297;-13.812757;28.859662
H-35-3-0000066;Hotel Costa Calero;Hotelera;Hotel;Cuatro Estrellas;Urb. Costa Calero, Parc. 113, 114 Y 115, S/N;Lanzarote;Palmas (Las);Yaiza;Puerto Calero;35570;340;680;-13.703846;28.920298
H-35-3-0000067;Pueblo Marinero;Hotelera;Hotel;Cuatro Estrellas;Castillo Del Aguila, Parcela Pm,;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;43;123;-13.815172;28.860609
H-35-3-0000068;La Villa Vik;Hotelera;Hotel;Cinco Estrellas;Urb. La Bufona , 1 Y 3;Lanzarote;Palmas (Las);Arrecife;El Cable;35550;14;27;-13.570283;28.956081
H-35-3-0000069;Flora;Hotelera;Hotel;Tres Estrellas;Reina Sofia, 25;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;205;610;-13.674724;28.924943
H-35-3-0000070;Thb Tropical Island;Hotelera;Hotel;Cuatro Estrellas;Bonilla, S/N;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;414;1240;-13.824287;28.871334
H-35-3-0000071;Floresta, La;Hotelera;Hotel;Tres Estrellas;Mercurio, 2;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;242;796;-13.629196;28.929962
H-35-3-0000072;Montana Club;Hotelera;Hotel;Tres Estrellas;Timon, 3;Lanzarote;Palmas (Las);Tias;Puerto Del Carmen;35510;68;204;-13.650244;28.923143
H-35-3-0000073;Hd Beach Resort;Hotelera;Hotel;Cuatro Estrellas;Avenida Islas Canarias, S/N;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;177;531;-13.482928;29.002417
H-35-3-0000074;Hl Paradise Island;Hotelera;Hotel;Tres Estrellas;Urb. Montaña Roja Pc 60, Calle Francia;Lanzarote;Palmas (Las);Yaiza;Playa Blanca;35580;290;604;-13.843448;28.867956
H-35-3-0000075;Tabaiba;Hotelera;Hotel;Tres Estrellas;Piteras, 20;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35530;56;224;-13.506782;28.995743
H-35-3-0000076;Sands Beach Resrot;Hotelera;Hotel;Cuatro Estrellas;Islas Canarias , 18;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35530;360;806;-13.481353;29.003996
H-35-3-0000077;Club La Santa S.A.;Hotelera;Hotel;Cuatro Estrellas;Krogager, S/N;Lanzarote;Palmas (Las);Tinajo;Tinajo;35560;96;300;-13.650565;29.118689
H-35-3-0000078;Hotel Club Siroco;Hotelera;Hotel;Tres Estrellas;Islas Canarias, 7;Lanzarote;Palmas (Las);Teguise;Costa Teguise;35508;166;532;-13.483579;29.004453
